player_id,player_name
marteke01,Ketel Marte
cruzto03,Tony Cruz
figuepe01,Pedro Figueroa
gomezhe01,Héctor Gómez
guerrja02,Javy Guerra
mullice01,Cedric Mullins
colege01,Gerrit Cole
chapmke02,Kevin Chapman
contrca01,Carlos Contreras
aranovi01,Víctor Arano
magnida01,Damien Magnifico
germego01,González Germen
lavarry01,Ryan Lavarnway
marjami01,Mike Marjama
marteke02,Kelvin Marté
izturma01,Maicer Izturis
wrighwe01,Wesley Wright
pareded02,Edward Paredes
petitgr01,Gregorio Petit
alonspe01,Pete Alonso
martivi01,Victor Martinez
mccanja02,James McCann
wilkian01,Andy Wilkins
ramosed02,Edubray Ramos
melviti01,Tim Melville
johnsda06,Dan Johnson
figaral01,Alfredo Figaro
vargaja01,Jason Vargas
germado01,Domingo Germán
vastoje01,Jerry Vasto
brantmi02,Michael Brantley
freemsa01,Sam Freeman
allengr01,Greg Allen
albural01,Al Alburquerque
arciafr01,Francisco Arcia
infangr01,Gregory Infante
fulmemi01,Michael Fulmer
snellbl01,Blake Snell
evansni01,Nick Evans
mcculla02,Lance McCullers Jr.
anderbr05,Bryan Anderson
escobed02,Edwin Escobar
wheelze01,Zelous Wheeler
hallma02,Matt Hall
hiurake01,Keston Hiura
gilmase01,Sean Gilmartin
wadela01,LaMonte Wade Jr
vogtst01,Stephen Vogt
benoijo01,Joaquin Benoit
roech01,Chaz Roe
goldbbr01,Brad Goldberg
francen01,Enderson Franco
davisja03,Jaylin Davis
ponceda01,Daniel Ponce de Leon
fontano01,Nolan Fontana
eibnebr01,Brett Eibner
scottta02,Tayler Scott
severlu01,Luis Severino
suarean01,Andrew Suarez
scherma01,Max Scherzer
choicmi01,Michael Choice
drakeol01,Oliver Drake
marksju01,Justin Marks
jenseky01,Kyle Jensen
grichra01,Randal Grichuk
asheral01,Alec Asher
vendipa01,Pat Venditte
starlbu01,Bubba Starling
mccarbr01,Brandon McCarthy
williju02,Justin Williams
bellico01,Cody Bellinger
altheaa01,Aaron Altherr
quallch01,Chad Qualls
brownan02,Andrew Brown
tolesan01,Andrew Toles
andujmi01,Miguel Andújar
harvehu01,Hunter Harvey
browndo01,Domonic Brown
peacobr01,Brad Peacock
guilbta01,Taylor Guilbeau
leblawa01,Wade LeBlanc
jacksau01,Austin Jackson
estrama01,Marco Estrada
torrera01,Ramón Torres
gombeau01,Austin Gomber
swarzan01,Anthony Swarzak
baezsa01,Sandy Báez
riverfe01,Felipe Vázquez
janispa01,Paul Janish
callaal01,Alberto Callaspo
rosinse01,Seth Rosin
cowgico01,Collin Cowgill
dukeza01,Zach Duke
noonani01,Nick Noonan
boshebu01,Buddy Boshers
bummeaa01,Aaron Bummer
quijajo01,José Quijada
capuach01,Chris Capuano
nealza01,Zach Neal
carasma01,Matt Carasiti
triggan01,Andrew Triggs
hessda01,David Hess
walkene01,Neil Walker
zieglbr01,Brad Ziegler
sadzeco01,Connor Sadzeck
boescbr01,Brennan Boesch
ramosce01,César Ramos
gosseph01,Phil Gosselin
smoakju01,Justin Smoak
bowmama01,Matt Bowman
gourryu01,Yuli Gurriel
morofma01,Max Moroff
munozya01,Yairo Muñoz
meyerbe02,Ben Meyer
bergetr01,Travis Bergen
doumiry01,Ryan Doumit
plutkad01,Adam Plutko
meyeral01,Alex Meyer
harriwi10,Will Harris
hartlge01,Geoff Hartlieb
verlaju01,Justin Verlander
partccu01,Curtis Partch
cortene01,Nestor Cortes Jr.
morgaad01,Adam Morgan
casilal01,Alexi Casilla
kubelja01,Jason Kubel
hesslke01,Keith Hessler
volqued01,Edinson Vólquez
garcigr01,Greg Garcia
sampsad01,Adrian Sampson
jacksed01,Edwin Jackson
mccutda01,Daniel McCutchen
riverre01,René Rivera
feddeer01,Erick Fedde
caminar01,Arquimedes Caminero
ramirha02,Harold Ramírez
garcija04,Jarlin García
underdu01,Duane Underwood Jr.
martira04,Rafael Martín
reyesje01,Jesús Reyes
olsonty01,Tyler Olson
jackslu01,Luke Jackson
wendljo01,Joey Wendle
ellisaj01,A.J. Ellis
montera01,Rafael Montero
anderty01,Tyler Anderson
allenlo01,Logan Allen
webbda01,Daniel Webb
taylomi02,Michael A. Taylor
valaipa01,Pat Valaika
mckinbi01,Billy McKinney
elmorja01,Jake Elmore
pazosja01,James Pazos
giolilu01,Lucas Giolito
erlinro01,Robbie Erlin
andersh01,Shaun Anderson
hynesco01,Colt Hynes
stubbga01,Garrett Stubbs
gurkaja01,Jason Gurka
stockro01,Robert Stock
menezco01,Conner Menez
gordoal01,Alex Gordon
martida02,David Martínez
sotoju01,Juan Soto
shoemma01,Matt Shoemaker
suerowa01,Wander Suero
teperry01,Ryan Tepera
gomesya01,Yan Gomes
smylydr01,Drew Smyly
villajo01,Jonathan Villar
noesihe01,Héctor Noesí
araujel01,Elvis Araujo
foltymi01,Mike Foltynewicz
stephro01,Robert Stephenson
cloydty01,Tyler Cloyd
rosaram01,Amed Rosario
ramirar01,Aramis Ramírez
zimmebr01,Bradley Zimmer
dysonja01,Jarrod Dyson
alvarhe01,Henderson Alvarez III
herrejo03,Jonathan Herrera
jonesja06,James Jones
sardilu01,Luis Sardiñas
mckaybr01,Brendan McKay
wainwad01,Adam Wainwright
hatlema01,Marcus Hatley
deanpa02,Pat Dean
torregl01,Gleyber Torres
brownco01,Corey Brown
farnsky01,Kyle Farnsworth
rondojo02,José Rondón
happia01,Ian Happ
alforan01,Anthony Alford
kangju01,Jung Ho Kang
gonzama02,Marco Gonzales
ibarred01,Edgar Ibarra
maytr01,Trevor May
sabatc.01,CC Sabathia
navaref01,Efren Navarro
lylesjo01,Jordan Lyles
heywaja01,Jason Heyward
zagunma01,Mark Zagunis
ohtansh01,Shohei Ohtani
floripe01,Pedro Florimón
weeksri01,Rickie Weeks
cartech02,Chris Carter
anderbr04,Brett Anderson
plouftr01,Trevor Plouffe
floreke01,Kendry Flores
campber01,Eric Campbell
verrelo01,Logan Verrett
ellsbja01,Jacoby Ellsbury
murphdo01,Donnie Murphy
herreod01,Odúbel Herrera
torreca01,Carlos Torres
cottsne01,Neal Cotts
puntoni01,Nick Punto
denniry01,Ryan Dennick
laurera01,Ramón Laureano
bakerje03,Jeff Baker
martija03,Jason Martin
johnser04,Erik Johnson
cronke01,Kevin Cron
felizmi01,Michael Feliz
frasoja01,Jason Frasor
moranco01,Colin Moran
pencehu01,Hunter Pence
segurje01,Jean Segura
schiena01,Nate Schierholtz
estevca01,Carlos Estévez
ramirha01,Hanley Ramírez
rossro01,Robbie Ross
knappan01,Andrew Knapp
gregelu01,Luke Gregerson
gonzami03,Miguel González
boltsk01,Skye Bolt
tinocje01,Jesús Tinoco
alanirj01,R.J. Alaniz
greinza01,Zack Greinke
chaveje01,Jesse Chavez
jordata01,Taylor Jordan
hugheph01,Phil Hughes
carlesh01,Shane Carle
hoyinja01,Jared Hoying
hallco01,Cody Hall
lambja01,Jake Lamb
federti01,Tim Federowicz
gentrcr01,Craig Gentry
walljo02,Josh Wall
davisch02,Chris Davis
chatwty01,Tyler Chatwood
mccoypa01,Pat McCoy
turneja01,Jacob Turner
ellisch01,Chris Ellis
lawde01,Derek Law
bradlje01,Jed Bradley
reckean01,Anthony Recker
purkema01,Matt Purke
quirogu01,Guillermo Quiroz
ferreje01,Jeff Ferrell
sherrry01,Ryan Sherriff
davisjo06,Johnny Davis
colvity01,Tyler Colvin
bonifjo01,Jorge Bonifacio
scribtr01,Troy Scribner
duffyma01,Matt Duffy
nolasri01,Ricky Nolasco
zuninmi01,Mike Zunino
perezca02,Carlos Pérez
wrighja01,Jamey Wright
gamboed01,Eddie Gamboa
tropeni01,Nick Tropeano
papeljo01,Jonathan Papelbon
mcneije01,Jeff McNeil
stanery01,Ryne Stanek
ryanbr01,Brendan Ryan
belisma01,Matt Belisle
rodgebr01,Brady Rodgers
wrighmi01,Mike Wright
gausmke01,Kevin Gausman
alcaljo01,Jorge Alcalá
crawfca02,Carl Crawford
schafjo02,Jordan Schafer
lerouch01,Chris Leroux
thielca01,Caleb Thielbar
litteza01,Zack Littell
wallabr01,Brett Wallace
saupowa01,Warwick Saupold
mcmahry01,Ryan McMahon
reedad01,Addison Reed
marquge01,German Márquez
bashlty01,Tyler Bashlor
dahlda01,David Dahl
bishobr01,Braden Bishop
martico02,Corbin Martin
abreubo01,Bobby Abreu
monteje01,Jesús Montero
cabrera01,Ramón Cabrera
larocad01,Adam LaRoche
wardta01,Taylor Ward
allarko01,Kolby Allard
hoffmje02,Jeff Hoffman
boyerbl01,Blaine Boyer
abreujo02,José Abreu
kingmi01,Michael King
martiky01,Kyle Martin
alvarjo02,José Álvarez
gwynnto02,Tony Gwynn
cowarka01,Kaleb Cowart
couloda01,Danny Coulombe
jewelja01,Jake Jewell
speiega01,Gabe Speier
harenda01,Dan Haren
bartlja01,Jason Bartlett
coghlch01,Chris Coghlan
zamorda01,Daniel Zamora
martile01,Leonys Martín
broxtjo01,Jonathan Broxton
holmecl01,Clay Holmes
moscojo01,Jon Moscot
atchisc01,Scott Atchison
forsylo01,Logan Forsythe
jenkity01,Tyrell Jenkins
buckjo01,John Buck
evelada01,Dana Eveland
nolinse01,Sean Nolin
hayesdr01,Drew Hayes
hardybl01,Blaine Hardy
willide03,Devin Williams
machaan02,Andrés Machado
gonzase01,Severino González
rodrihe03,Henry Rodríguez
chiriro01,Robinson Chirinos
colomal01,Alex Colomé
weberry01,Ryan Weber
perdolu02,Luis Perdomo
garcion01,Onelki García
jennida01,Dan Jennings
eadesry01,Ryan Eades
layneto01,Tommy Layne
bettsmo01,Mookie Betts
hartco01,Corey Hart
callaja01,Jamie Callahan
shrevch01,Chasen Shreve
tovarwi01,Wilfredo Tovar
rosscza01,Zac Rosscup
korecbo01,Bobby Korecky
perezeu01,Eury Pérez
higasky01,Kyle Higashioka
gracema02,Matt Grace
diazda01,Dayan Díaz
mayermi01,Mike Mayers
petityu01,Yusmeiro Petit
barnhtu01,Tucker Barnhart
pireljo01,José Pirela
smithke04,Kevan Smith
perezro02,Roberto Pérez
ramirra02,Ramón Ramírez
shawtr01,Travis Shaw
curtiza01,Zac Curtis
dermoma01,Matt Dermody
murphse01,Sean Murphy
greengr01,Grant Green
nathajo01,Joe Nathan
mazzach01,Chris Mazza
ryuhy01,Hyun Jin Ryu
taveros01,Óscar Taveras
ambrihe01,Hector Ambriz
jungmta01,Taylor Jungmann
santado01,Domingo Santana
lovelri01,Richard Lovelady
cishest01,Steve Cishek
rodrijo06,Joely Rodríguez
refsnro01,Rob Refsnyder
grandcu01,Curtis Granderson
wrighky01,Kyle Wright
vinceni01,Nick Vincent
yacabji01,Jimmy Yacabonis
ginkeke01,Kevin Ginkel
aumonph01,Phillippe Aumont
goldspa01,Paul Goldschmidt
greensh02,Shane Greene
schuspa01,Patrick Schuster
murphda08,Daniel Murphy
wilsobr01,Brian Wilson
lawreca01,Casey Lawrence
oakstr01,Trevor Oaks
chambjo03,Joba Chamberlain
johnsre02,Reed Johnson
belljo02,Josh Bell
staumjo01,Josh Staumont
valdejo03,José Váldez
bautira01,Rafael Bautista
moronre01,Reyes Moronta
tollias01,Ashur Tolliver
reynobr01,Bryan Reynolds
brownse01,Seth Brown
pinedmi01,Michael Pineda
clarkta01,Taylor Clarke
gilleco01,Cole Gillespie
candeje01,Jeimer Candelario
ueharko01,Koji Uehara
terdojo01,Joey Terdoslavich
rosarwi01,Wilin Rosario
cashnan01,Andrew Cashner
cessalu01,Luis Cessa
boscawi01,Wilfredo Boscan
fletcda02,David Fletcher
brennbr01,Brandon Brennan
schlogu01,Gus Schlosser
blairca01,Carson Blair
wislema01,Matt Wisler
parkeky01,Kyle Parker
montafr02,Frankie Montas
cabreme01,Melky Cabrera
flaheja01,Jack Flaherty
masteju01,Justin Masterson
correke01,Kevin Correia
guthrje01,Jeremy Guthrie
ariasjo01,Joaquín Árias
hudsoti01,Tim Hudson
pelfrmi01,Mike Pelfrey
tanakma01,Masahiro Tanaka
alberha01,Hanser Alberto
rodriro03,Ronny Rodríguez
lockewa01,Walker Lockett
arteahu01,Humberto Arteaga
gimench01,Chris Gimenez
duvalad01,Adam Duvall
hayesbr01,Brett Hayes
sanchga01,Gaby Sánchez
stratch01,Chris Stratton
gonzama01,Marwin González
haleyju01,Justin Haley
dunnmi01,Mike Dunn
karnsna01,Nate Karns
escobyu01,Yunel Escobar
bradfch02,Chasen Bradford
gosean01,Anthony Gose
gillaco01,Conor Gillaspie
guilllu01,Luis Guillorme
cuevano01,Noel Cuevas
garcied01,Edgar García
sippto01,Tony Sipp
burnea.01,A.J. Burnett
baderha01,Harrison Bader
sotone01,Neftali Soto
eatonad02,Adam Eaton
surkaer01,Eric Surkamp
krausma01,Marc Krauss
trahabl01,Blake Trahan
handdo01,Donovan Hand
cecchga01,Garin Cecchini
outmajo01,Josh Outman
phillev01,Evan Phillips
millsbr02,Brad Mills
johnsdj01,DJ Johnson
morejad01,Adrián Morejón
schaflo01,Logan Schafer
barmecl01,Clint Barmes
wilsoju10,Justin Wilson
courtry01,Ryan Court
hechaad01,Adeiny Hechavarría
watkilo01,Logan Watkins
stanlco01,Cody Stanley
guerrju02,Junior Guerra
hembrhe01,Heath Hembree
tollesh01,Shawn Tolleson
pridija01,Jason Pridie
thompaa01,Aaron Thompson
wilkest01,Stevie Wilkerson
linceti01,Tim Lincecum
cokeph01,Phil Coke
martijd02,J.D. Martinez
turnetr01,Trea Turner
valerbr01,Breyvic Valera
hillti01,Tim Hill
huch02,Chih-Wei Hu
smithjo05,Joe Smith
frankse01,Seth Frankoff
reimono01,Nolan Reimold
johnspi01,Pierce Johnson
andruel01,Elvis Andrus
sadleca02,Casey Sadler
zavalse01,Seby Zavala
willitr01,Trevor Williams
gotttr01,Trevor Gott
moranbr01,Brian Moran
feierry01,Ryan Feierabend
galleza01,Zac Gallen
delosab01,Abel De Los Santos
hendeji01,Jim Henderson
newmake01,Kevin Newman
mcclare01,Reggie McClain
herreel01,Elian Herrera
susacan01,Andrew Susac
romanjo03,Jordan Romano
depaujo02,José De Paula
hassaal01,Alex Hassan
sweenda02,Darnell Sweeney
tayloch03,Chris Taylor
nolaaa01,Aaron Nola
bucknbi02,Billy Buckner
sierrma01,Magneuris Sierra
salech01,Chris Sale
evansph01,Phillip Evans
nunezle01,Juan Carlos Oviedo
strichu01,Hunter Strickland
barneda01,Darwin Barney
ruizjo01,José Ruiz
toroab01,Abraham Toro
banuema01,Manny Bañuelos
felizne01,Neftalí Feliz
guyerbr01,Brandon Guyer
campato01,Tony Campana
obriepe01,Peter O'Brien
waldejo01,Jordan Walden
smithjo08,Josh D. Smith
graveke01,Kendall Graveman
sotoge01,Geovany Soto
kniznan01,Andrew Knizner
iribahe01,Hernan Iribarren
soriaal01,Alfonso Soriano
geltzst01,Steve Geltz
fieldth01,Thomas Field
herrmfr01,Frank Herrmann
schimry01,Ryan Schimpf
rosajo01,Jorge De La Rosa
tartatr01,Travis Tartamella
constjo01,José Constanza
solakni01,Nick Solak
parrian01,Andy Parrino
skaggty01,Tyler Skaggs
chaveer01,Eric Chávez
cuddymi01,Michael Cuddyer
ervinph01,Phil Ervin
turneju01,Justin Turner
schepta01,Tanner Scheppers
dobbsgr01,Greg Dobbs
morneju01,Justin Morneau
davieky01,Kyle Davies
uriaslu01,Luis Urías
salasfe01,Fernando Salas
kensilo01,Logan Kensing
maxwebr01,Bruce Maxwell
santose01,Sergio Santos
rickajo01,Joey Rickard
garvemi01,Mitch Garver
weavelu01,Luke Weaver
plaweke01,Kevin Plawecki
webblo01,Logan Webb
jankojo01,Jordan Jankowski
buterdr01,Drew Butera
adcocna01,Nathan Adcock
garcilu03,Luís Garcia
webbry01,Ryan Webb
castran01,Ángel Castro
urruthe01,Henry Urrutia
vottojo01,Joey Votto
faulkan01,Andrew Faulkner
kendrky01,Kyle Kendrick
payamjo01,Joel Payamps
lindofr01,Francisco Lindor
hanhoer01,Eric Hanhold
owensru01,Rudy Owens
pennybr01,Brad Penny
reynoma01,Mark Reynolds
hoernni01,Nico Hoerner
herreke01,Kelvin Herrera
craigal01,Allen Craig
castrmi01,Miguel Castro
diazis01,Isan Díaz
reedch01,Chris Reed
utleych01,Chase Utley
buxtoby01,Byron Buxton
buehlwa01,Walker Buehler
adamsma01,Matt Adams
luetglu01,Lucas Luetge
aquinar01,Aristides Aquino
hollagr01,Greg Holland
rossjo01,Joe Ross
caveja01,Jake Cave
mossbr01,Brandon Moss
lailbr01,Brady Lail
sogarer01,Eric Sogard
riddljt01,JT Riddle
kuhnejo01,Joel Kuhnel
youngde03,Delmon Young
pastoty01,Tyler Pastornicky
tellero01,Rowdy Tellez
reedaj01,AJ Reed
crawfjp01,J.P. Crawford
rondohe01,Héctor Rondón
troutmi01,Mike Trout
sturdty01,Tyler Sturdevant
shawbr01,Bryan Shaw
oltmi01,Mike Olt
mulleco01,Conor Mullee
bloomwi01,Willie Bloomquist
briceau01,Austin Brice
willima11,Mac Williamson
gonzaal04,Alfredo González
espinda01,Danny Espinosa
francju02,Juan Francisco
lafrobo01,Bobby LaFromboise
mchugco01,Collin McHugh
mortoch02,Charlie Morton
richaan01,Antoan Richardson
tsaoch01,Chin-hui Tsao
wilkeaa01,Aaron Wilkerson
buenofr01,Francisley Bueno
almonmi01,Miguel Almonte
castrwi01,Willi Castro
margoma01,Manuel Margot
mengdda01,Daniel Mengden
fraleja01,Jake Fraley
francty01,Ty France
barneja01,Jacob Barnes
smithse01,Seth Smith
stitema01,Matt Stites
moorema02,Matt Moore
masseni01,Nick Masset
stinsjo01,Josh Stinson
dixonbr01,Brandon Dixon
cabreas01,Asdrúbal Cabrera
maholpa01,Paul Maholm
cumptbr01,Brandon Cumpton
hernada02,Darwinzon Hernández
marquja01,Jason Marquis
riosya01,Yacksel Ríos
confomi01,Michael Conforto
bellhe01,Heath Bell
smithwi04,Will Smith
delmoni01,Nicky Delmonico
hernajo02,Jonathan Hernandez
darnatr01,Travis d'Arnaud
alberma01,Matt Albers
gardnbr01,Brett Gardner
hollade01,Derek Holland
rodriwi02,Wilking Rodríguez
putnaza01,Zach Putnam
mathije01,Jeff Mathis
lackejo01,John Lackey
baumabu01,Buddy Baumann
fieldjo04,Johnny Field
lairdge01,Gerald Laird
cothaca01,Caleb Cotham
smithca03,Caleb Smith
navarre01,Rey Navarro
barneda02,Danny Barnes
bleicje01,Jeremy Bleich
achteaj01,A.J. Achter
hartdo01,Donnie Hart
cecilda01,Darrell Ceciliani
torreal01,Álex Torres
hamilia01,Ian Hamilton
waldema01,Marcus Walden
egeco01,Cody Ege
heathsl01,Slade Heathcott
alexasc02,Scott Alexander
cordoal01,Allen Córdoba
albieoz01,Ozzie Albies
millean01,Andrew Miller
doubrfe01,Félix Doubront
kratzer01,Erik Kratz
coleaj01,A.J. Cole
somsela01,Layne Somsen
reedco01,Cody Reed
norwoja01,James Norwood
greggke01,Kevin Gregg
kolarad01,Adam Kolarek
ackledu01,Dustin Ackley
duffety01,Tyler Duffey
wilkad01,Adam Wilk
garciar01,Aramís García
schrejo01,John Schreiber
blackpa01,Paul Blackburn
youngma03,Madison Younginer
chenbr01,Bruce Chen
scottta01,Tanner Scott
martean01,Andy Marté
washida01,David Washington
brothre01,Rex Brothers
johnssh01,Sherman Johnson
phelpda01,David Phelps
davidma02,Matt Davidson
winklda01,Dan Winkler
cornejo01,John Cornely
ortegjo01,José Ortega
ricesc01,Scott Rice
smithdo02,Dominic Smith
norride01,Derek Norris
delarru01,Rubby De La Rosa
josepto01,Tommy Joseph
spruize01,Zeke Spruill
mcgowky01,Kyle McGowin
castrha01,Harold Castro
ethiean01,Andre Ethier
oflaher01,Eric O'Flaherty
bogusbr01,Brian Bogusevic
grotzza01,Zac Grotz
nelsoch01,Chris Nelson
peraljh01,Jhonny Peralta
jaimeju01,Juan Jaime
kieboca01,Carter Kieboom
lopezpa01,Pablo López
lamarry01,Ryan LaMarre
doziebr01,Brian Dozier
iwakuhi01,Hisashi Iwakuma
burawda01,Danny Burawa
stassma01,Max Stassi
hansoal01,Alen Hanson
urenari01,Richard Ureña
beeksja02,Jalen Beeks
chacijh01,Jhoulys Chacín
sloweke01,Kevin Slowey
kellyca02,Carson Kelly
armstsh01,Shawn Armstrong
wadety01,Tyler Wade
lopezwi01,Wilton López
nerishe01,Héctor Neris
povsema01,Max Povse
cunnibr02,Brandon Cunniff
morelbr01,Brent Morel
ennsdi01,Dietrich Enns
freimna01,Nate Freiman
carpema01,Matt Carpenter
alvaryo01,Yordan Álvarez
adriaeh01,Ehire Adrianza
campole01,Leonel Campos
cainlo01,Lorenzo Cain
paulife01,Felipe Paulino
archech01,Chris Archer
rogerjo01,Josh Rogers
straury01,Ryan Strausborger
urshegi01,Gio Urshela
tuivasa01,Sam Tuivailala
adlemti01,Tim Adleman
bernaro01,Roger Bernadina
belivje01,Jeff Beliveau
phillbr02,Brett Phillips
rodgebr02,Brendan Rodgers
janseke01,Kenley Jansen
gomesjo01,Jonny Gomes
pierza.01,A.J. Pierzynski
ogradbr01,Brian O'Grady
telisto01,Tomás Telis
phelpco01,Cord Phelps
lakintr01,Travis Lakins
montemi01,Miguel Montero
vogelry01,Ryan Vogelsong
austity01,Tyler Austin
berrijo01,José Berríos
gindlca01,Caleb Gindl
moorean02,Andrew Moore
hutchdr01,Drew Hutchison
grimmju01,Justin Grimm
britoso01,Sócrates Brito
givenmy01,Mychal Givens
hernace02,César Hernández
ohse01,Seunghwan Oh
castiru02,Rusney Castillo
chenwe02,Wei-Yin Chen
bonilli01,Lisalverto Bonilla
peterdi01,Dillon Peters
lowebr01,Brandon Lowe
grubeja01,Jarrett Grube
adamsla01,Lane Adams
herrero01,Ronald Herrera
anderta01,Tanner Anderson
medlekr01,Kris Medlen
mejiaer01,Erick Mejia
kiescro01,Roger Kieschnick
sneedcy01,Cy Sneed
bussni01,Nick Buss
housetj01,T.J. House
springe01,George Springer
thompja03,Jake Thompson
lobatjo01,Jose Lobaton
siegrke01,Kevin Siegrist
culbech01,Charlie Culberson
manesse01,Seth Maness
gennesc01,Scooter Gennett
jayjo02,Jon Jay
narvech01,Chris Narveson
bauerja01,Jake Bauers
burneco01,Corbin Burnes
staufti01,Tim Stauffer
mateoma01,Marcos Mateo
marrech01,Chris Marrero
gomezje01,Jeanmar Gómez
suarejo01,José Suarez
hollima01,Matt Holliday
brossmi01,Mike Brosseau
boxbebr01,Brad Boxberger
petersh01,Shane Peterson
pelhacd01,CD Pelham
heredgu01,Guillermo Heredia
cozarza01,Zack Cozart
lindsma01,Matt Lindstrom
ellisma01,Mark Ellis
leeda02,Dae-ho Lee
naquity01,Tyler Naquin
lopezyo01,Yoan López
thayeda01,Dale Thayer
odayda01,Darren O'Day
leonedo01,Dominic Leone
putkolu01,Luke Putkonen
vazquch01,Christian Vázquez
peavyja01,Jake Peavy
hochelu01,Luke Hochevar
ceasedy01,Dylan Cease
wolteto01,Tony Wolters
correca01,Carlos Correa
leclejo01,José Leclerc
wootero01,Rob Wooten
rosentr01,Trevor Rosenthal
irvinco01,Cole Irvin
parrage01,Gerardo Parra
meadoau01,Austin Meadows
norrida01,Daniel Norris
liberad01,Adam Liberatore
ruizri01,Rio Ruiz
beedety01,Tyler Beede
uriasju01,Julio Urías
thorntr01,Trent Thornton
cookry01,Ryan Cook
bernido01,Doug Bernier
lyonsty01,Tyler Lyons
kawasmu01,Munenori Kawasaki
abreuto01,Tony Abreu
rominau01,Austin Romine
lopezjo02,Jorge López
gardeni01,Nick Gardewine
gonzaal02,Álex González
bastaan01,Antonio Bastardo
dunnju01,Justin Dunn
mejiaal01,Alex Mejia
lorenmi01,Michael Lorenzen
robindr01,Drew Robinson
garcibr01,Bryan Garcia
holtty01,Tyler Holt
lucased01,Ed Lucas
carreez01,Ezequiel Carrera
drurybr01,Brandon Drury
leagubr01,Brandon League
napolmi01,Mike Napoli
lincobr01,Brad Lincoln
thornma01,Matt Thornton
biggica01,Cavan Biggio
